,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleRightX,AnkleRightY,AnkleRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,FootLeftX,FootLeftY,FootLeftZ,FootRightX,FootRightY,FootRightZ,HandLeftX,HandLeftY,HandLeftZ,HandRightX,HandRightY,HandRightZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,HeadX,HeadY,HeadZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ,NeckX,NeckY,NeckZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbRightX,ThumbRightY,ThumbRightZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ
10,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
11,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
12,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
13,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
14,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
15,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
16,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
17,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
18,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
19,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
20,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
21,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
22,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
23,-0.22824411100000003,-0.6995855,2.62010384,0.09783533,-0.690602362,2.651517,-0.3937226,0.29597246600000005,2.7459118399999998,0.271503955,0.305411,2.7363239999999998,-0.20288085900000002,-0.753417969,2.50195313,0.0882568359,-0.7470703,2.51171875,-0.585997164,0.13221111900000002,2.71102285,0.476433039,0.136138737,2.68838167,-0.6196373,0.08743139999999999,2.67133427,0.51851517,0.0867371261,2.660469,-0.054573312400000004,0.8081779,2.82569718,-0.12077871700000001,0.0201619081,2.715807,0.0214042589,0.0244814176,2.7276134499999998,-0.1924707,-0.418760538,2.70553136,0.08329777420000001,-0.40579691500000004,2.72520471,-0.07087153,0.6433338,2.80491543,-0.212255463,0.5151928,2.75633144,0.0991526246,0.5246618390000001,2.76032925,-0.05038537,0.022637371,2.760189,-0.0608983673,0.33788338300000004,2.78892183,-0.0684630349,0.568319738,2.8032529999999998,-0.6044240590000001,0.166960552,2.67761159,0.503302932,0.17670722300000002,2.66373682,-0.57233125,0.141613409,2.72388172,0.453696549,0.155891791,2.7020843
